model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,train_time,test_time
rgin,0.8519321766561514,0.8547115007941336,0.8519321766561514,0.8430853962924634,0.8523572020172515,0.3751053581196427,256,7,0.001,16,False,-1,-1,1485.3416175246239,1.8713233470916748
rgin,0.849763406940063,0.859834885592254,0.849763406940063,0.8372769505290505,0.8496702717352982,0.3733272307819749,128,4,0.001,8,False,-1,-1,837.712047457695,0.9020904898643494
rgin,0.8477917981072556,0.8500839394435675,0.8477917981072556,0.8378862483655579,0.8473666045418535,0.36864831688746297,128,5,0.001,8,False,-1,-1,1255.8824389576912,1.4799221754074097
rgin,0.8475946372239748,0.8487295520045016,0.8475946372239748,0.8374483923819337,0.8478177897996003,0.37476335108656234,128,6,0.001,8,False,-1,-1,1097.0203455090523,0.935410737991333
rgin,0.8511435331230284,0.8537030996648867,0.8511435331230284,0.8431264431205763,0.8520160635461758,0.36308216316513836,128,7,0.001,8,False,-1,-1,1888.2140154242516,1.049610674381256
rgin,0.849763406940063,0.850517226649741,0.849763406940063,0.8413879254196027,0.8499555074107505,0.3787833311674347,64,4,0.001,8,False,-1,-1,590.7624771595001,0.49538326263427734
rgin,0.8517350157728707,0.8531303588269512,0.8517350157728707,0.8429837110871716,0.8520671578699169,0.38123672645926854,64,5,0.001,8,False,-1,-1,809.3345336914062,0.5821630954742432
rgin,0.8475946372239748,0.8489363921269946,0.8475946372239748,0.8381181676930595,0.8472923183635271,0.36410085294007877,64,6,0.001,8,False,-1,-1,916.6898564696312,0.6666074395179749
rgin,0.8472003154574133,0.8474115174400584,0.8472003154574133,0.8379607506299691,0.8472461704313702,0.39912999756281686,64,7,0.001,8,False,-1,-1,984.7221460938454,0.7366266250610352
---
rgin,0.8406940063091483,0.8394636609337538,0.8406940063091483,0.8287164322426346,0.8395013913418308,0.41585550508946656,128,5,0.001,128,False,-1,-1,794.8909910917282,0.8465210795402527
rgin,0.8430599369085173,0.842129836686798,0.8430599369085173,0.8316935727581332,0.8421977819301736,0.4117520062799333,128,5,0.001,64,False,-1,-1,521.928030371666,0.8010867834091187
rgin,0.848186119873817,0.848641196828551,0.848186119873817,0.8388472823233984,0.8482229522380623,0.38204609635594516,128,5,0.001,32,False,-1,-1,628.6170147061348,0.7728031277656555
rgin,0.8499605678233438,0.852318003292907,0.8499605678233438,0.8396811676731946,0.8502894592802318,0.3668274043556832,128,5,0.001,16,False,-1,-1,829.1631147861481,0.7798224687576294
rgin,0.8493690851735016,0.8506902321997886,0.8493690851735016,0.8391425397439694,0.8493207976601617,0.38767612535118684,128,5,0.001,8,False,-1,-1,872.6515569090843,0.7440016269683838
rgin,0.8410883280757098,0.8401846673297518,0.8410883280757098,0.8285819629622333,0.8403830936048983,0.40540042588904457,128,6,0.001,128,False,-1,-1,766.6157039999962,0.8867501020431519
rgin,0.8432570977917981,0.8551738437956771,0.8432570977917981,0.8284089607512728,0.8425880625482361,0.39324680085907976,128,6,0.001,64,False,-1,-1,467.28061205148697,0.8868364691734314
rgin,0.8470031545741326,0.8543746327364854,0.8470031545741326,0.8347843674876165,0.8472881607412842,0.37230458627645907,128,6,0.001,32,False,-1,-1,573.5411576032639,0.887308657169342
rgin,0.8493690851735016,0.8502112287792712,0.8493690851735016,0.8414601801791781,0.8495242853730505,0.3694045172434312,128,6,0.001,16,False,-1,-1,894.4600163698196,0.8843284249305725
rgin,0.8497634069400631,0.8583580813171664,0.8497634069400631,0.8378518194450563,0.8500317474515163,0.3649007168478018,128,6,0.001,8,False,-1,-1,1117.8764575719833,0.8991601467132568
rgin,0.820583596214511,0.8193546569780148,0.820583596214511,0.8006804172921786,0.817107102046922,0.49313886637567345,64,5,0.001,128,False,-1,-1,216.78091728687286,0.5887424945831299
rgin,0.8422712933753943,0.8412112086229058,0.8422712933753943,0.8317489452443969,0.8414502975382442,0.41506048221411385,64,5,0.001,64,False,-1,-1,372.8225704431534,0.5824772715568542
rgin,0.8477917981072556,0.8478814765136109,0.8477917981072556,0.8382298278171513,0.8481106905266594,0.3638195290291911,64,5,0.001,32,False,-1,-1,587.8741890192032,0.5985998511314392
rgin,0.8485804416403785,0.8484305090401413,0.8485804416403785,0.8402972574685107,0.8485091559784677,0.3900310692821015,64,5,0.001,16,False,-1,-1,464.79506409168243,0.5964710712432861
