model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,time
fginjk,0.8867403314917127,0.9231589681272461,0.8867403314917127,0.8791734433503858,0.8946547158857596,0.35161817233828774,128,5,0.0001,8,True,0.001,7,770.4147610664368
fginjk,0.8812154696132597,0.8231254159051086,0.8812154696132597,0.8452994935317076,0.8338360024354673,0.4632254191854382,128,5,0.0001,8,False,-1,-1,135.8187816143036
fginjk,0.8895027624309392,0.8316223731429112,0.8895027624309392,0.8537476483585178,0.8426065162907268,0.3775682501993026,128,4,0.0001,8,True,0.008,3,302.3639214038849
fginjk,0.8784530386740331,0.821906740856126,0.8784530386740331,0.8429657912233217,0.8306613992608641,0.44608808189422516,128,4,0.0001,8,True,0.005,3,299.99605417251587
fginjk,0.8756906077348067,0.8183222394548361,0.8756906077348067,0.840687402366537,0.8288234711071463,0.38034358434057514,128,4,0.0001,8,True,0.001,3,302.1078429222107
fginjk,0.8784530386740331,0.8240722626184599,0.8784530386740331,0.843479778878066,0.8306613992608641,0.3920788326974732,128,4,0.0001,8,True,0.008,5,478.69940519332886
fginjk,0.8729281767955801,0.8183190331916049,0.8729281767955801,0.8386705751075435,0.8248955722639932,0.3295135785367607,128,4,0.0001,8,True,0.005,5,476.9871275424957
fginjk,0.861878453038674,0.817205998421468,0.861878453038674,0.828945062030865,0.8116137802132449,0.37391341572308406,128,4,0.0001,8,True,0.001,5,478.9860129356384
fginjk,0.8425414364640884,0.8666950878892014,0.8425414364640884,0.8208210476450765,0.8511278195488722,0.3361995782888397,128,4,0.0001,8,True,0.008,7,652.3332965373993
fginjk,0.8370165745856354,0.8626709109057988,0.8370165745856354,0.8240754483142796,0.8435268963368874,0.4611844008798757,128,4,0.0001,8,True,0.005,7,651.6520707607269
fginjk,0.861878453038674,0.8058471454880296,0.861878453038674,0.8281555716209136,0.8149554677654588,0.37951029614848986,128,4,0.0001,8,True,0.001,7,674.1143066883087
fginjk,0.8784530386740331,0.9133394076764242,0.8784530386740331,0.8746507263851095,0.8837942313410645,0.4812457243608342,128,4,0.0001,8,False,-1,-1,130.55534768104553
fginjk,0.8674033149171271,0.8124693246540472,0.8674033149171271,0.8338539793690916,0.8206363366042224,0.408728945069015,128,3,0.0001,8,True,0.008,3,250.30062580108643
fginjk,0.8839779005524862,0.8277849786404411,0.8839779005524862,0.8487861942919949,0.8370106056100705,0.39064536622380686,128,3,0.0001,8,True,0.005,3,246.70941257476807
fginjk,0.8839779005524862,0.8277849786404411,0.8839779005524862,0.8487861942919949,0.8370106056100705,0.26441925683815176,128,3,0.0001,8,True,0.001,3,245.59011888504028
fginjk,0.8701657458563536,0.8156574019195406,0.8701657458563536,0.836043751503615,0.8224742647579399,0.42488181492241706,128,3,0.0001,8,True,0.008,5,388.2192862033844
fginjk,0.8756906077348067,0.8224921700497768,0.8756906077348067,0.8412208762232796,0.8274867960862607,0.41544611566797807,128,3,0.0001,8,True,0.005,5,390.58670020103455
fginjk,0.8729281767955801,0.8195023438807968,0.8729281767955801,0.8382189486874886,0.8243121929116576,0.4250343731753734,128,3,0.0001,8,True,0.001,5,380.10751938819885
fginjk,0.8839779005524862,0.8276247337288151,0.8839779005524862,0.8485848444921882,0.8362573099415204,0.28338275211014224,128,3,0.0001,8,True,0.008,7,511.6489312648773
fginjk,0.8729281767955801,0.8183190331916049,0.8729281767955801,0.8386705751075435,0.8248955722639932,0.3970210660887028,128,3,0.0001,8,True,0.005,7,516.4587347507477
fginjk,0.8729281767955801,0.818748346051857,0.8729281767955801,0.8390003602861595,0.8256488679325431,0.45428760327689494,128,3,0.0001,8,True,0.001,7,528.3248028755188
fginjk,0.8950276243093923,0.9319843903127227,0.8950276243093923,0.8900498270319844,0.9020885547201337,0.287586278314908,128,3,0.0001,8,False,-1,-1,100.32974624633789
fginjk,0.856353591160221,0.8132290936944346,0.856353591160221,0.8226239534034514,0.8045112781954887,0.304388031528141,128,2,0.0001,8,True,0.008,3,189.95023918151855
fginjk,0.8535911602209945,0.8025438620428318,0.8535911602209945,0.8194869322318024,0.803426645710321,0.36288627282361297,128,2,0.0001,8,True,0.005,3,189.68825793266296
fginjk,0.8314917127071824,0.8510889336714671,0.8314917127071824,0.8138050784410169,0.8385143650085667,0.3371826337022676,128,2,0.0001,8,True,0.001,3,188.6115016937256
fginjk,0.8701657458563536,0.8183137017218508,0.8701657458563536,0.8358027888533892,0.8211375897370544,0.34782338998594337,128,2,0.0001,8,True,0.008,5,289.5864131450653
fginjk,0.8784530386740331,0.8221588546307848,0.8784530386740331,0.8427532759142651,0.829908103592314,0.37742724473387496,128,2,0.0001,8,True,0.005,5,293.7975504398346
fginjk,0.8646408839779005,0.8094534678479125,0.8646408839779005,0.8296106358163557,0.8153717627401837,0.3050266071660084,128,2,0.0001,8,True,0.001,5,295.06472635269165
fginjk,0.8646408839779005,0.8077552102938981,0.8646408839779005,0.8299240280634497,0.8167933959191764,0.3042121770796855,128,2,0.0001,8,True,0.008,7,399.2793562412262
fginjk,0.8674033149171271,0.8124245699852235,0.8674033149171271,0.8334707261661215,0.8199679990937796,0.2991161207303158,128,2,0.0001,8,True,0.005,7,398.5581703186035
fginjk,0.850828729281768,0.8027365946747268,0.850828729281768,0.8181021898536582,0.8009203800461606,0.43755309094381595,128,2,0.0001,8,True,0.001,7,398.74102759361267
fginjk,0.8453038674033149,0.7907842185166861,0.8453038674033149,0.8109469401193481,0.7959078487178398,0.3418883534755496,128,2,0.0001,8,False,-1,-1,79.40719223022461
